VAR00002,VAR00003,¼ºº°,ÇÐ·Â,°áÈ¥¿©ºÎ,ÀÚ³à¿©ºÎ,°ÅÁÖÇüÅÂ,Á¾±³,Å°¿î±â°£,¹Ý·Áµ¿¹°³ªÀÌ,»ó½ÇÈÄ°æ°ú±â°£,»ó½ÇÈÄ°æ°ú½Ã°£,¹Ý·Áµ¿¹°Á¾·ù,¹Ý·Áµ¿¹°Ä£¹Ðµµ,»ó½Ç¿¹Ãø°¡´É¼º,»ó½Ç¿øÀÎ,µÎ¹øÂ°»ó½Ç¿øÀÎ¼ýÀÚ,Ltotal,¾È¶ô»çÀÌÀ¯,ÀÓÁ¾½Ãµ¿Çà¿©ºÎ,¹Ý·Áµ¿¹°°ü°è,Á¤½Å°úÁø·á,±×³ÉÁ¤½Å°úÁø·á,Áø·á³»¿ë,ÁöÁöÀÚ¿ø,ÀÌÀü»ó½Ç°æÇè,»ó½Ç¸¶¸®¼ö,ÇÊÅÍ¸µ¼öµµÁú¹®,´Ù¸¥¹Ý·Áµ¿¹°¼ýÀÚ,´Ù¸¥µ¿¹°º¸À¯¿©ºÎ,º¸À¯¸¶¸®¼ö,»õ·Î¿îÀÔ¾ç¿©ºÎ,L1,L2,L3,L4,L5,L6,L7,L8,L9,L10,L11,L12,L13,L14,L15,L16,L17,L18,L19,L20,L21,S1,S2,S3,S4,S5,S6,S7,S8,S9,S10,S11,S12,S13,S14,S15,C1,C2,C3,C4,C5,C6,C7,C8,C9,C10,C11,C12,C13,C14,C15,C16,C17,C18,C19,ÇÊÅÍ¸µ1,C20,C21,C22,C23,C24,C25,C26,C27,C28,C29,C30,C31,C32,C33,G12,G1,G2,G3,G4,G5,G6,G7,G8,G9,G10,G11,Âü°¡ÀÚÁ¦°Å,Stotal,SxL,filter_$,Ctotal,Gtotal,Ä£¹Ðµµ¼ýÀÚ1,¼ºº°¼ýÀÚ,¿¹Ãø°¡´É¼º¼ýÀÚ,ÇÐ·Â¼ýÀÚ,°áÈ¥¿©ºÎ¼ýÀÚ,ÀÚ³à¿©ºÎ¼ýÀÚ,°ÅÁÖÇüÅÂ¼ýÀÚ,Á¾±³¼ýÀÚ,ÁöÁöÀÚ¿ø¼ýÀÚ,ÀÓÁ¾½Ãµ¿Çà¼ýÀÚ,¹Ý·Áµ¿¹°Á¾·ù¼ýÀÚ,»ó½Ç¿øÀÎ¼ýÀÚ,¹Ý·ÁÁ¤½Å°ú¼ýÀÚ,±×³ÉÁ¤½Å°ú¼ýÀÚ,»õÀÔ¾ç¼ýÀÚ,Lmd,Smd,LmdxSmd,¹Ý·Áµ¿¹°°ü°è¼ýÀÚ,ÀÌÀü»ó½Ç¼ýÀÚ,»ó½ÇÀÇÃæ°Ý°úÈ¥¶õ,»ó½ÇÀÇ°íÅë1,º¹ÇÕºÐ¸®°íÅë,º¹ÇÕ¿Ü»ó°íÅë,Ãæ°ÝLmd,°íÅë1md,°íÅë1mdxSmd,Ãæ°ÝLmdxSmd,¿¬·É´ë,Ctotalrr,°áÈ¥2,ÂðºÐ¸®°íÅë,Âð¿Ü»ó°íÅë
2020/01/28 8:19:37 ¿ÀÀü GMT+,¿,¿©,´ëÇÐ±³,¹Ì,¾øÀ,°¡Á·°ú ÇÔ,±âµ,15,15,2,2,°³,¸Å¿ì Ä£,"2, °©ÀÛ½º·",±Þ¼º,2,90, ,¿¹,ÇüÁ¦/ÀÚ¸,¾Æ´,¾Æ´, ,ºÎ¸ð,¾øÀ, ,1,1,¿¹,2¸¶,¿¹,5,5,5,5,5,5,5,5,5,4,5,4,3,4,4,2,4,4,4,4,3,2,3,2,3,2,2,3,2,2,3,4,2,4,4,4,4,4,3,3,5,5,5,3,5,4,3,2,3,4,4,4,1,1,5,1,5,3,4,5,2,5,3,2,3,5,2,0°³¿ùÈ,6,¿¹,3,3,4,5,5,4,4,4,3,5,4,5,1,42,3780,1,103,49,5,2,2,2,1,1,2,2,2,2,1,2,1,1,2,25.4488,10.0878,256.72240464,3,2,40,45,53,54,7.1707,17.3561,175.08486558,72.33658746,3,107,1,21,43
2020/02/05 11:38:44 ¿ÀÀü GMT,¿,¿©,´ëÇÐ±³,±â,¾øÀ,°¡Á·°ú ÇÔ,¹«±,4,4,1,1,°³,¸Å¿ì Ä£,"2, °©ÀÛ½º·",Ç÷¾×¾,2,93, ,¿¹,ºÎ¸ð-ÀÚ³,¾Æ´,¾Æ´, ,¿Â¶óÀÎ Ä¿¹Â´ÏÆ¼;½Å¶û,¾øÀ, ,1,1,¿¹,2¸¶,¿¹,5,5,5,5,5,5,5,5,5,5,5,5,4,2,5,2,4,5,2,5,4,2,4,2,1,3,2,2,3,2,4,2,1,4,4,4,5,5,5,1,5,5,5,5,5,5,5,4,2,5,5,5,5,5,5,1,5,5,5,5,5,5,5,5,5,4,5,0°³¿ùÈ,9,¿¹,1,1,1,4,1,2,2,3,1,1,3,2,1,40,3720,1,137,22,5,2,2,2,2,1,2,1,2,2,1,2,1,1,2,28.4488,8.0878,230.08820464,1,2,40,48,81,60,7.1707,20.3561,164.63606558,57.99518746,3,141,2,25,53
2019/12/25 7:59:39 ¿ÀÀü GMT+,¿,¿©,´ëÇÐ¿ø,±â,ÀÖÀ,°¡Á·°ú ÇÔ,ÃµÁ,1,1,2,8,°³,¸Å¿ì Ä£,"2, °©ÀÛ½º·",±Þ¼º,2,58, ,¿¹,ÇüÁ¦/ÀÚ¸,¾Æ´,¾Æ´, ,¾øÀ½,¾øÀ,1¸¶,1,1,¿¹,1¸¶,¿¹,5,4,4,4,4,4,4,4,4,2,2,2,2,2,2,3,2,1,1,1,1,2,2,2,2,2,2,3,3,2,3,2,3,3,3,3,2,2,2,2,4,4,2,2,3,2,2,3,3,2,2,3,2,2,4,1,4,2,2,4,2,3,2,2,2,2,2,0°³¿ù,36,¾Æ´,3,2,2,2,2,2,2,2,4,4,4,4,1,37,2146,1,72,33,5,2,2,3,2,2,2,2,1,2,1,2,1,1,2,-6.55119999999999,5.0878,-33.33119536,3,2,33,21,39,36,.170699999999997,-6.6439,-33.80283442,.868487459999983,5,75,2,14,30
2020/01/18 8:02:45 ¿ÀÈÄ GMT+,¿,¿©,´ëÇÐ¿ø,±â,ÀÖÀ,°¡Á·°ú ÇÔ,ºÒ±,6,6,2,2,°³,3,"2, °©ÀÛ½º·",±Þ¼º,2,62, ,¾Æ´,ºÎ¸ð-ÀÚ³,¾Æ´,¾Æ´, ,Ä£±¸,¾øÀ, ,1,1,¿¹,°í¾,¿¹,5,5,4,5,5,5,4,5,3,2,1,1,1,1,1,5,1,2,1,1,4,2,2,1,2,2,2,2,2,2,3,3,2,2,1,1,2,2,2,2,3,2,3,2,2,2,1,1,4,2,2,1,1,1,4,1,3,2,2,2,1,2,2,2,1,3,2,0,10,¾Æ´,3,2,4,4,2,3,3,3,4,3,4,4,1,29,1798,1,58,39,3,2,2,3,2,2,2,2,2,1,1,2,1,1,2,-2.55119999999999,-2.9122,7.42960463999998,1,2,36,21,33,28,3.1707,-6.6439,19.34836558,-9.23371253999998,5,61,2,11,27
2020/01/28 7:34:11 ¿ÀÈÄ GMT+,¿,¿©,´ëÇÐ±³,±â,ÀÖÀ,°¡Á·°ú ÇÔ,ºÒ±,20,13,2,5,°³,¸Å¿ì Ä£,"2, °©ÀÛ½º·",±Þ¼º,2,60, ,¿¹,ºÎ¸ð-ÀÚ³,¾Æ´,¾Æ´, ,´Ù¸¥ ¹Ý·Áµ¿¹°,¾øÀ, ,1,1,¿¹,1¸¶,¿¹,5,4,4,4,4,4,4,4,3,2,2,2,2,2,2,2,2,2,2,2,2,1,3,1,2,2,2,2,2,2,2,2,2,3,3,2,2,2,2,2,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,¹Ù·Î,3,¾Æ´,4,2,2,2,2,2,2,2,4,4,4,4,1,31,1860,1,60,34,5,2,2,2,2,2,2,2,2,2,1,2,1,1,2,-4.55119999999999,-.912199999999999,4.15160463999999,1,2,32,24,36,25,-.829300000000003,-3.6439,3.32396557999999,.756487460000002,6,61,2,11,24
2020/01/06 6:28:11 ¿ÀÈÄ GMT+,¿,¿©,´ëÇÐ±³,±â,ÀÖÀ,°¡Á·°ú ÇÔ,ÃµÁ,15,15,2,5,°³,¸Å¿ì Ä£,"4, ¿¹»ó°¡´",±Þ¼º,2,86, ,¿¹,ºÎ¸ð-ÀÚ³,¾Æ´,¾Æ´, ,"ºÎ¸ð;ÇüÁ¦, ÀÚ¸Å,³²¸Å",ÀÖÀ,4¸¶,1,1,¿¹,2¸¶,¾Æ´,5,5,4,4,5,5,5,5,4,2,4,5,4,4,5,2,3,4,3,5,3,4,4,1,3,1,4,4,3,3,3,3,4,4,4,3,4,4,5,4,5,5,5,4,4,4,4,3,3,4,4,5,4,4,5,1,3,3,5,5,4,4,3,3,3,4,5,Á×À½ÀÌ,500,¾Æ´,4,2,2,2,4,3,2,3,3,2,3,3,1,48,4128,1,118,33,5,2,1,2,2,2,2,2,2,2,1,2,1,1,1,21.4488,16.0878,345.06400464,1,1,37,44,69,53,4.1707,16.3561,263.13366558,67.09738746,4,122,2,24,48
2020/01/15 6:55:27 ¿ÀÈÄ GMT+,¿,¿©,´ëÇÐ±³,±â,ÀÖÀ,°¡Á·°ú ÇÔ,¹«±,8,9,1,1,°³,¸Å¿ì Ä£,"2, °©ÀÛ½º·",±Þ¼º,2,102, ,¾Æ´,ºÎ¸ð-ÀÚ³,¾Æ´,¿¹, ,¿Â¶óÀÎ Ä¿¹Â´ÏÆ¼,¾øÀ, ,1,1,¿¹,1¸¶,¿¹,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,5,5,5,4,5,4,1,1,1,1,1,1,1,1,2,3,3,2,2,2,2,4,4,4,3,5,5,5,4,4,3,3,2,4,3,2,2,4,3,4,1,4,4,4,4,4,4,3,3,3,3,3,0°³¿ùÈ,10,¿¹,1,1,1,3,2,3,3,3,3,2,2,3,1,24,2448,1,104,27,5,2,2,2,2,2,2,1,2,1,1,2,1,2,2,37.4488,-7.9122,-296.30239536,1,2,40,57,57,50,7.1707,29.3561,-232.27133442,-56.73601254,5,107,2,22,45
2020/01/17 11:34:44 ¿ÀÈÄ GMT,¿,¿©,°íµîÇÐ±,¹Ì,¾øÀ,°¡Á·°ú ÇÔ,¹«±,1,4,1,1,°³,Á¶±Ý Ä£,"2, °©ÀÛ½º·",Áß¼ºÈ,3,48, ,¿¹,ºÎ¸ð-ÀÚ³,¾Æ´,¾Æ´, ,´Ù¸¥ ¹Ý·Áµ¿¹°;¿Â¶óÀÎ,ÀÖÀ,ÇÜ½,1,1,¿¹,3¸¶,¿¹,5,4,2,3,5,5,3,4,2,1,1,1,1,1,1,1,1,1,1,1,4,3,2,1,1,1,2,1,1,2,1,1,1,3,1,1,4,2,2,2,4,5,2,3,2,1,1,1,2,1,1,1,1,1,4,1,1,1,1,4,2,2,1,1,1,1,1,0°³¿ù,13,¾Æ´,3,2,3,3,4,2,2,4,4,4,4,3,1,22,1056,1,53,38,4,2,2,1,1,1,2,1,2,2,1,3,1,1,2,-16.5512,-9.9122,164.05880464,1,1,29,15,24,32,-3.8293,-12.6439,125.32886558,37.95678746,2,56,1,14,24
2019/12/25 2:38:10 ¿ÀÀü GMT+,¿,¿©,´ëÇÐ±³,¹Ì,¾øÀ,°¡Á·°ú ÇÔ,±âµ,2,4,1,1,°³,¸Å¿ì Ä£,"2, °©ÀÛ½º·",»ç°í,3,57, ,¾Æ´,Ä£±¸,¾Æ´,¾Æ´, ,¿¬ÀÎ,¾øÀ, ,1,1,¿¹,1¸¶,¿¹,5,3,4,4,5,5,4,2,3,2,2,2,1,2,1,2,2,2,2,2,2,1,1,1,1,1,1,1,1,3,3,3,1,2,2,1,3,3,2,2,4,4,4,2,4,2,1,1,2,4,3,1,2,2,4,1,4,3,4,3,4,2,2,2,2,2,2,0°³¿ùÈ,6,¾Æ´,2,2,2,2,2,2,2,2,2,1,4,2,1,23,1311,1,77,25,5,2,2,2,1,1,2,2,2,1,1,3,1,1,2,-7.55119999999999,-8.9122,67.2978046399999,2,2,33,22,36,44,.170699999999997,-5.6439,50.29956558,-1.52131253999997,2,80,1,17,33
2019/12/30 3:04:46 ¿ÀÀü GMT+,¿,¿©,´ëÇÐ±³,±â,ÀÖÀ,°¡Á·°ú ÇÔ,¹«±,1,1,2,3,°³,3,"2, °©ÀÛ½º·",»ç°í,3,55, ,¾Æ´,ÇüÁ¦/ÀÚ¸,¾Æ´,¾Æ´, ,´Ù¸¥ ¹Ý·Áµ¿¹°,¾øÀ, ,1,1,¿¹,2¸¶,¿¹,5,2,4,3,4,5,4,4,4,2,2,2,1,1,1,3,1,1,3,1,2,2,2,2,1,2,3,2,1,3,3,3,1,2,1,1,2,2,2,2,3,3,4,1,2,1,2,2,2,2,2,2,2,2,4,1,3,2,2,3,2,4,3,1,2,2,2,0°³¿ù,3,¾Æ´,4,2,3,2,4,2,3,3,3,4,4,3,2,29,1595,0,65,37,3,2,2,2,2,2,2,1,2,1,1,3,1,1,2,-9.55119999999999,-2.9122,27.81500464,3,2,31,20,34,34,-1.8293,-7.6439,22.26056558,5.32728746000001,2,68,2,12,29
2019/12/30 3:05:13 ¿ÀÀü GMT+,¿,¿©,´ëÇÐ±³,±â,ÀÖÀ,°¡Á·°ú ÇÔ,¹«±,1,1,2,3,°³,3,"2, °©ÀÛ½º·",»ç°í,3,55, ,¾Æ´,ÇüÁ¦/ÀÚ¸,¾Æ´,¾Æ´, ,´Ù¸¥ ¹Ý·Áµ¿¹°,¾øÀ, ,1,1,¿¹,2¸¶,¿¹,5,2,4,3,4,5,4,4,4,2,2,2,1,1,1,3,1,1,3,1,2,2,2,2,1,2,3,2,1,3,3,3,1,2,1,1,2,2,2,2,3,3,4,1,2,1,2,2,2,2,2,2,2,2,4,1,3,2,2,3,2,4,3,1,2,2,2,0°³¿ù,3,¾Æ´,4,2,3,2,4,2,3,3,3,4,4,3,1,29,1595,1,65,37,3,2,2,2,2,2,2,1,2,1,1,3,1,1,2,-9.55119999999999,-2.9122,27.81500464,3,2,31,20,34,34,-1.8293,-7.6439,22.26056558,5.32728746000001,2,68,2,12,29
2019/12/28 5:57:14 ¿ÀÀü GMT+,¿,¿©,´ëÇÐ±³,±â,¾øÀ,°¡Á·°ú ÇÔ,¹«±,3,3,1,1,°³,¸Å¿ì Ä£,"2, °©ÀÛ½º·",»ç°í,3,63, ,¿¹,ºÎ¸ð-ÀÚ³,¾Æ´,¾Æ´, ,"ºÎ¸ð;ÇüÁ¦, ÀÚ¸Å,³²¸Å",¾øÀ, ,1,1,¿¹,1¸¶,¾Æ´,5,3,3,3,5,5,5,5,5,2,2,2,2,2,3,1,1,3,1,2,3,2,2,2,3,3,1,1,1,4,1,1,1,2,2,1,1,1,1,1,5,5,1,1,2,1,1,1,2,4,3,3,1,1,3,1,5,4,1,5,2,3,4,1,1,3,2,0°³¿ù,10,¾Æ´,3,3,3,2,3,3,3,3,3,2,3,4,1,27,1701,1,67,35,5,2,2,2,2,1,2,1,2,2,1,3,1,1,1,-1.55119999999999,-4.9122,7.61980463999997,1,2,34,24,32,37,1.1707,-3.6439,17.89956558,-5.75071253999998,3,69,2,13,29
2020/01/03 11:26:22 ¿ÀÈÄ GMT,¿,¿©,´ëÇÐ±³,±â,¾øÀ,°¡Á·°ú ÇÔ,¹«±,1,3,2,7,°í¾,¸Å¿ì Ä£,"2, °©ÀÛ½º·",Áß¼ºÈ,3,68, ,¿¹,ºÎ¸ð-ÀÚ³,¿¹,¾Æ´, ,´Ù¸¥ ¹Ý·Áµ¿¹°;¿Â¶óÀÎ,¾øÀ, ,1,1,¿¹,°­¾,¿¹,5,4,3,3,4,5,5,5,5,2,3,3,2,2,3,4,2,2,2,2,2,3,3,2,3,3,3,3,3,3,4,4,3,4,4,4,4,4,4,4,4,4,4,4,4,3,3,3,3,2,2,3,2,2,4,1,5,5,3,3,2,3,2,2,2,3,3,0°³¿ù,3,¿¹,4,3,3,3,3,2,3,3,4,4,4,3,1,49,3332,1,93,39,5,2,2,2,2,1,2,1,2,2,2,3,2,1,2,3.44880000000001,17.0878,58.9324046400001,1,2,34,29,54,42,1.1707,1.3561,23.17276558,20.0046874599999,3,96,2,19,40
2020/01/07 5:16:07 ¿ÀÈÄ GMT+,¿,¿©,´ëÇÐ±³,¹Ì,¾øÀ,°¡Á·ÀÌ ¾Æ,¹«±,3,3,2,10,°³,¸Å¿ì Ä£,"2, °©ÀÛ½º·",ÀÇ·á½,3,64, ,¾Æ´,ÇüÁ¦/ÀÚ¸,¾Æ´,¾Æ´, ,¾øÀ½,¾øÀ, ,1,1,¿¹,1¸¶,¿¹,5,5,5,5,5,5,5,5,3,2,1,1,1,1,4,3,2,1,1,3,1,4,4,4,3,4,3,4,3,3,2,3,3,3,3,3,3,2,2,3,4,3,3,2,4,2,3,2,1,3,2,1,1,1,4,1,4,1,3,3,3,4,4,2,2,2,2,0°³¿ùÈ,12,¾Æ´,4,3,3,5,4,3,4,3,3,4,4,4,1,49,3136,1,73,44,5,2,2,2,1,1,2,1,1,1,1,3,1,1,2,-.551199999999994,17.0878,-9.4187953599999,3,2,38,21,35,41,5.1707,-6.6439,-113.52963442,88.3558874599999,2,76,1,14,32
2020/01/10 1:49:19 ¿ÀÈÄ GMT+,¿,¿©,°íµîÇÐ±,±â,¾øÀ,°¡Á·°ú ÇÔ,¹«±,2,2,2,2,°í¾,Á¶±Ý Ä£,"2, °©ÀÛ½º·",»ç°í,3,78, ,¾Æ´,ÇüÁ¦/ÀÚ¸,¿¹,¾Æ´, ,´Ù¸¥ ¹Ý·Áµ¿¹°,¾øÀ, ,1,1,¿¹,2¸¶,¿¹,5,3,3,4,5,5,5,4,5,4,3,3,2,3,2,3,4,5,3,3,4,3,3,1,2,2,1,1,3,3,4,3,2,3,3,1,4,3,3,2,4,5,5,1,3,3,2,2,4,5,5,4,4,3,4,1,5,3,4,4,4,4,3,2,2,3,3,0°³¿ù,15,¿¹,4,2,3,5,4,4,2,4,3,2,3,4,1,35,2730,1,100,40,4,2,2,1,2,1,2,1,2,1,2,3,2,1,2,13.4488,3.0878,41.52720464,3,2,35,39,52,51,2.1707,11.3561,35.06536558,6.70268745999999,2,103,2,19,40
2020/01/17 11:31:58 ¿ÀÈÄ GMT,¿,¿©,°íµîÇÐ±,¹Ì,¾øÀ,°¡Á·°ú ÇÔ,¹«±,7,7,2,7,°³,¸Å¿ì Ä£,"2, °©ÀÛ½º·",»ç°í,3,73, ,¿¹,ÇüÁ¦/ÀÚ¸,¾Æ´,¾Æ´, ,"ºÎ¸ð;ÇüÁ¦, ÀÚ¸Å,³²¸Å",¾øÀ, ,1,1,¿¹,1¸¶,¾Æ´,5,5,4,4,5,5,5,5,5,3,3,3,2,4,2,2,2,2,3,2,2,2,3,2,2,2,2,3,2,3,3,3,2,2,2,2,4,4,4,3,4,3,4,4,3,3,2,2,3,4,2,2,2,3,4,1,5,3,3,4,3,4,3,2,2,3,3,0°³¿ùÈ,24,¾Æ´,2,2,2,3,2,2,3,3,3,2,2,3,1,35,2555,1,92,29,5,2,2,1,1,1,2,1,2,2,1,3,1,1,1,8.44880000000001,3.0878,26.08820464,3,2,38,30,50,45,5.1707,2.3561,7.27516558000001,15.96608746,3,95,1,18,39
2020/01/20 3:45:44 ¿ÀÈÄ GMT+,¿,¿©,°íµîÇÐ±,±â,ÀÖÀ,°¡Á·°ú ÇÔ,ºÒ±,5,3,1,0,°í¾,¸Å¿ì Ä£,"2, °©ÀÛ½º·",»ç°í,3,54, ,¾Æ´,º¸È£ÀÚ,¾Æ´,¾Æ´, ,Ä£±¸;´Ù¸¥ ¹Ý·Áµ¿¹°,ÀÖÀ,½Ã°,1,1,¿¹,2¸¶,¿¹,4,2,2,2,2,4,3,5,3,2,2,2,2,2,3,4,2,2,2,2,2,3,2,2,2,2,2,3,2,2,4,3,2,2,2,2,2,2,2,2,3,3,2,2,3,2,2,2,3,2,2,2,2,2,2,1,2,2,3,3,2,2,2,2,2,2,2,Áï½Ã Á,2,¿¹,2,2,3,2,4,4,3,3,3,2,3,4,2,35,1890,0,65,35,5,2,2,1,2,2,2,2,2,1,2,3,1,1,2,-10.5512,3.0878,-32.57999536,4,1,22,27,37,29,-10.8293,-.643899999999999,-1.98823442,-33.43871254,4,66,2,13,27
2020/01/21 8:49:23 ¿ÀÈÄ GMT+,¿,¿©,´ëÇÐ±³,±â,ÀÖÀ,°¡Á·°ú ÇÔ,±âµ,1,1,2,2,°³,¸Å¿ì Ä£,"2, °©ÀÛ½º·",»ç°í,3,61, ,¿¹,ºÎ¸ð-ÀÚ³,¾Æ´,¾Æ´, ,¿Â¶óÀÎ Ä¿¹Â´ÏÆ¼;°­¾Æ,ÀÖÀ,1¸¶,1,1,¿¹,2¸¶,¿¹,5,4,3,3,4,4,5,4,3,2,2,2,1,2,3,2,2,3,2,2,3,3,3,2,3,3,3,3,2,3,3,3,2,2,2,2,3,3,3,3,4,4,3,2,3,2,2,3,3,3,2,2,3,2,3,1,3,3,3,3,3,4,2,2,2,2,3,Áï½Ã,12,¾Æ´,3,3,3,3,4,3,3,3,3,3,4,3,1,39,2379,1,81,38,5,2,2,2,2,2,2,2,2,2,1,3,1,1,2,-3.55119999999999,7.0878,-25.17019536,1,1,31,26,44,39,-1.8293,-1.6439,-11.65163442,-12.96571254,4,83,2,17,33
2019/12/30 9:05:00 ¿ÀÈÄ GMT+,¿,¿©,°íµîÇÐ±,±â,¾øÀ,°¡Á·°ú ÇÔ,¹«±,4,4,2,2,°³,Á¶±Ý Ä£,"2, °©ÀÛ½º·",»ç°í,3,87, ,¾Æ´,ºÎ¸ð-ÀÚ³,¾Æ´,¾Æ´, ,Ä£±¸;´Ù¸¥ ¹Ý·Áµ¿¹°;¿,ÀÖÀ,1¸¶,1,1,¿¹,8¸¶,¿¹,5,5,5,5,5,5,5,5,3,4,5,5,3,5,3,1,4,3,4,3,4,3,3,2,2,3,2,2,2,2,2,3,1,3,1,3,5,3,3,2,5,5,5,1,4,4,4,2,2,5,5,4,2,2,5,1,2,4,5,5,5,5,4,4,2,4,2,Áï½Ã,27,¾Æ´,2,1,1,4,1,2,2,2,2,1,2,3,1,34,2958,1,106,23,4,2,2,1,2,1,2,1,2,1,1,3,1,1,2,22.4488,2.0878,46.86860464,1,1,38,44,54,56,5.1707,16.3561,34.14826558,10.79538746,4,110,2,21,43
2019/12/26 2:12:26 ¿ÀÈÄ GMT+,¿,¿©,´ëÇÐ±³,±â,¾øÀ,°¡Á·°ú ÇÔ,±âµ,18,18,1,0,°³,¸Å¿ì Ä£,"4, ¿¹»ó°¡´",³ëÈ­,4,42, ,¿¹,ÇüÁ¦/ÀÚ¸,¾Æ´,¿¹, ,"ºÎ¸ð;ÇüÁ¦, ÀÚ¸Å,³²¸Å",¾øÀ, , ,1,¿¹,1¸¶,¿¹,4,2,4,2,2,5,4,4,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,Áï½Ã,3,¾Æ´,4,4,4,4,4,4,4,4,5,4,4,4,2,15,630,0,36,49,5,2,1,2,2,1,2,2,2,2,1,4,1,2,2,-22.5512,-16.9122,381.39040464,3,2,26,12,18,18,-6.8293,-15.6439,264.57276558,115.49848746,3,36,2,11,12
2019/12/27 10:03:13 ¿ÀÈÄ GMT,¿,¿©,°íµîÇÐ±,¹Ì,¾øÀ,°¡Á·°ú ÇÔ,±âµ,14,14,1,0,°³,¸Å¿ì Ä£,"4, ¿¹»ó°¡´",³ëÈ­,4,52, ,¿¹,Ä£±¸,¾Æ´,¾Æ´, ,ºÎ¸ð,ÀÖÀ,4¸¶,1,1,¿¹,1¸¶,¿¹,5,5,5,4,4,4,4,4,5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,1,1,1,2,1,1,1,1,1,1,0°³¿ùÈ,1,¾Æ´,3,2,4,2,1,2,2,3,4,4,4,3,2,15,780,0,37,34,5,2,1,1,1,1,2,2,2,2,1,4,1,1,2,-12.5512,-16.9122,212.26840464,2,1,36,12,18,19,3.1707,-15.6439,264.57276558,-53.6235125399999,2,37,1,9,12
2020/01/19 12:28:56 ¿ÀÀü GMT,¿,¿©,´ëÇÐ¿ø,±â,¾øÀ,°¡Á·°ú ÇÔ,±âµ,13,13,2,2,°³,¸Å¿ì Ä£,"4, ¿¹»ó°¡´",³ëÈ­,4,50, ,¾Æ´,Ä£±¸,¾Æ´,¿¹, ,"ºÎ¸ð;ÇüÁ¦, ÀÚ¸Å,³²¸Å",¾øÀ, ,1,1,¿¹,1¸¶,¾Æ´,5,4,3,3,3,5,5,4,2,1,1,1,1,1,2,1,1,1,2,2,2,2,2,2,2,3,3,2,3,3,2,2,2,3,2,3,2,2,3,2,4,4,2,2,2,2,2,2,2,2,1,2,2,2,3,1,4,2,3,4,2,3,2,2,2,2,1,0°³¿ùÈ,6,¾Æ´,4,4,4,4,4,3,4,4,4,4,4,3,1,36,1800,1,68,46,5,2,1,3,2,1,2,2,2,1,1,4,1,2,1,-14.5512,4.0878,-59.48239536,2,2,30,16,35,35,-2.8293,-11.6439,-47.59793442,-11.56561254,3,70,2,16,27
2020/01/18 5:37:59 ¿ÀÈÄ GMT+,¿,¿©,´ëÇÐ¿ø,¹Ì,¾øÀ,°¡Á·°ú ÇÔ,±âµ,20,21,2,10,°³,¸Å¿ì Ä£,"4, ¿¹»ó°¡´",³ëÈ­,4,57, ,¾Æ´,Ä£±¸,¾Æ´,¾Æ´, ,ºÎ¸ð;Ä£±¸;´Ù¸¥ ¹Ý·Áµ,¾øÀ, ,1,1,¿¹,1¸¶,¿¹,4,3,4,4,4,4,4,3,3,2,2,2,1,2,2,3,1,2,3,2,2,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,4,3,3,3,3,4,2,2,3,1,2,1,3,2,1,2,2,2,3,1,4,1,3,3,1,3,2,2,2,2,2,0°³¿ù,5,¾Æ´,4,3,4,4,4,4,3,4,4,3,4,4,1,44,2508,1,69,45,5,2,1,3,1,1,2,2,2,1,1,4,1,1,2,-7.55119999999999,12.0878,-91.2773953599999,2,2,30,24,36,35,-2.8293,-3.6439,-44.04673442,-34.20001254,3,71,1,16,28
2020/01/22 6:50:02 ¿ÀÀü GMT+,¿,¿©,´ëÇÐ±³,¹Ì,¾øÀ,°¡Á·°ú ÇÔ,±âµ,7,8,1,1,°³,Á¶±Ý Ä£,"4, ¿¹»ó°¡´",³ëÈ­,4,61, ,¿¹,Ä£±¸,¾Æ´,¾Æ´, ,ºÎ¸ð;Ä£±¸;³²ÀÚÄ£±¸,ÀÖÀ,1¸¶,1,1,¿¹,1¸¶,¾Æ´,5,4,4,4,5,4,4,3,4,3,3,3,1,2,4,3,1,1,1,1,1,1,2,1,2,1,1,2,3,3,3,3,1,3,1,1,4,4,3,3,3,3,4,2,3,2,1,1,1,3,1,1,1,1,4,1,4,3,3,3,1,3,4,2,1,1,1,0°³¿ùÈ,6,¾Æ´,4,1,3,4,4,3,3,4,4,3,4,5,1,28,1708,1,68,42,4,2,1,2,1,1,2,2,2,2,1,4,1,1,1,-3.55119999999999,-3.9122,13.89300464,2,1,34,24,33,38,1.1707,-3.6439,14.25566558,-4.58001253999999,2,71,1,16,32
